date,restaurant_id,total_sales,customers,avg_order_value,dine_in_sales,takeout_sales,marketing_spend,promotions_active,staff_count,hours_open,royalty_income
2023-04-02,2,12748.52,418,30.5,9390.86,3357.66,249.88,1,22,12,764.91
2023-04-03,2,8718.2,228,38.24,6270.93,2447.27,494.32,0,20,10,523.09
2023-04-04,2,9009.6,220,40.95,5997.12,3012.48,388.31,0,24,12,540.58
2023-04-05,2,8526.4,236,36.13,6300.16,2226.24,306.19,0,21,13,511.58
2023-04-06,2,8030.99,256,31.37,5615.27,2415.72,189.61,0,20,13,481.86
2023-04-07,2,8399.39,243,34.57,5571.55,2827.84,467.49,0,22,14,503.96
2023-04-08,2,11756.77,364,32.3,8699.71,3057.06,332.78,0,23,10,705.41
2023-04-09,2,11660.81,314,37.14,8114.02,3546.79,287.92,0,21,14,699.65
2023-04-10,2,8835.16,274,32.25,5977.09,2858.07,244.4,0,23,11,530.11
2023-04-11,2,8138.49,224,36.33,5687.62,2450.87,285.89,0,24,10,488.31
2023-04-12,2,9569.73,280,34.18,6343.86,3225.87,384.03,0,24,12,574.18
2023-04-13,2,9061.81,291,31.14,6293.28,2768.53,454.74,0,22,14,543.71
2023-04-14,2,10963.81,288,38.07,7249.82,3713.99,381.16,1,24,14,657.83
2023-04-15,2,11364.1,329,34.54,8283.4,3080.7,321.3,0,22,10,681.85
2023-04-16,2,12045.39,357,33.74,8248.42,3796.97,59.74,1,23,12,722.72
2023-04-17,2,9532.59,270,35.31,6710.17,2822.42,164.79,0,20,10,571.96
2023-04-18,2,9020.45,291,31.0,5950.81,3069.64,78.91,0,24,11,541.23
2023-04-19,2,8737.55,252,34.67,6490.74,2246.81,338.49,0,23,13,524.25
2023-04-20,2,8100.73,194,41.76,5557.15,2543.58,265.04,0,21,14,486.04
2023-04-21,2,9228.13,285,32.38,6050.97,3177.16,204.37,0,22,10,553.69
2023-04-22,2,10708.99,281,38.11,8002.61,2706.38,492.38,0,22,14,642.54
2023-04-23,2,12091.87,345,35.05,8552.29,3539.58,111.75,0,20,12,725.51
2023-04-24,2,8788.52,234,37.56,6005.99,2782.53,164.42,0,24,13,527.31
2023-04-25,2,9075.58,246,36.89,6377.46,2698.12,312.14,0,21,11,544.53
2023-04-26,2,8333.69,272,30.64,5570.45,2763.24,75.65,0,20,14,500.02
2023-04-27,2,8092.13,224,36.13,5923.03,2169.1,197.03,0,20,10,485.53
2023-04-28,2,8496.0,299,28.41,6147.05,2348.95,331.54,0,23,14,509.76
2023-04-29,2,10890.88,330,33.0,7216.42,3674.46,108.44,0,20,10,653.45
2023-04-30,2,12647.3,343,36.87,8453.58,4193.72,97.54,0,22,14,758.84
2023-05-01,2,9401.31,324,29.02,6731.7,2669.61,414.14,0,24,13,564.08
2023-05-02,2,8530.23,230,37.09,5812.64,2717.59,481.09,0,23,14,511.81
2023-05-03,2,8320.19,219,37.99,5554.47,2765.72,155.92,0,23,14,499.21
2023-05-04,2,9287.39,240,38.7,6501.75,2785.64,460.3,1,22,10,557.24
2023-05-05,2,9626.54,267,36.05,6594.93,3031.61,424.71,0,21,12,577.59
2023-05-06,2,12913.4,460,28.07,9664.3,3249.1,457.76,1,21,12,774.8
2023-05-07,2,11047.38,274,40.32,7398.06,3649.32,476.28,0,21,10,662.84
2023-05-08,2,8437.13,236,35.75,6061.21,2375.92,135.6,0,24,10,506.23
2023-05-09,2,8168.63,207,39.46,5583.82,2584.81,308.56,0,21,12,490.12
2023-05-10,2,8297.49,278,29.85,5927.25,2370.24,138.73,0,24,13,497.85
2023-05-11,2,9699.8,245,39.59,6648.31,3051.49,345.12,0,21,14,581.99
2023-05-12,2,8148.71,288,28.29,5380.4,2768.31,127.49,0,20,13,488.92
2023-05-13,2,12406.81,296,41.91,8267.42,4139.39,361.3,0,22,10,744.41
2023-05-14,2,12903.38,329,39.22,8525.3,4378.08,401.31,1,24,11,774.2
2023-05-15,2,9189.58,270,34.04,6375.51,2814.07,189.67,0,20,11,551.37
2023-05-16,2,10001.9,248,40.33,7238.81,2763.09,163.78,1,23,11,600.11
2023-05-17,2,9701.28,263,36.89,7005.35,2695.93,165.72,0,21,14,582.08
2023-05-18,2,8606.37,250,34.43,5676.38,2929.99,454.17,0,22,12,516.38
2023-05-19,2,9141.49,309,29.58,5957.43,3184.06,459.3,0,23,11,548.49
2023-05-20,2,12377.06,425,29.12,8557.14,3819.92,355.5,0,23,14,742.62
2023-05-21,2,12298.96,334,36.82,9210.06,3088.9,204.94,0,21,10,737.94
2023-05-22,2,8261.33,259,31.9,6043.95,2217.38,220.24,0,20,11,495.68
2023-05-23,2,8837.15,251,35.21,6370.67,2466.48,457.75,0,22,10,530.23
2023-05-24,2,8345.7,224,37.26,6031.84,2313.86,403.93,0,21,14,500.74
2023-05-25,2,8892.31,234,38.0,6430.81,2461.5,128.28,0,20,11,533.54
2023-05-26,2,8220.85,248,33.15,5783.2,2437.65,498.3,0,21,10,493.25
2023-05-27,2,11536.42,294,39.24,8185.57,3350.85,448.97,0,20,13,692.19
2023-05-28,2,12003.98,354,33.91,7975.82,4028.16,92.1,0,23,14,720.24
2023-05-29,2,8483.73,221,38.39,5785.92,2697.81,277.72,0,20,10,509.02
2023-05-30,2,9398.16,251,37.44,6431.52,2966.64,58.59,0,22,12,563.89
2023-05-31,2,9166.06,266,34.46,6432.75,2733.31,53.36,0,23,10,549.96
2023-06-01,2,11148.99,350,31.85,8341.96,2807.03,222.31,0,23,14,668.94
2023-06-02,2,9476.12,262,36.17,6725.8,2750.32,382.52,0,23,10,568.57
2023-06-03,2,12279.37,324,37.9,8050.02,4229.35,460.28,0,24,10,736.76
2023-06-04,2,13452.2,374,35.97,9977.17,3475.03,410.37,0,21,11,807.13
2023-06-05,2,10365.2,337,30.76,7218.26,3146.94,160.62,0,21,13,621.91
2023-06-06,2,10474.15,351,29.84,7201.84,3272.31,94.62,0,24,14,628.45
2023-06-07,2,10966.46,352,31.15,7308.67,3657.79,232.85,0,24,11,657.99
2023-06-08,2,10224.26,290,35.26,6731.87,3492.39,493.06,0,20,12,613.46
2023-06-09,2,11365.32,373,30.47,8123.97,3241.35,160.45,0,23,14,681.92
2023-06-10,2,14619.58,497,29.42,10247.09,4372.49,61.1,1,22,13,877.17
2023-06-11,2,17064.62,462,36.94,11162.92,5901.7,143.06,1,20,12,1023.88
2023-06-12,2,9583.32,253,37.88,6516.14,3067.18,170.99,0,21,12,575.0
2023-06-13,2,11412.46,307,37.17,8264.93,3147.53,64.18,0,24,12,684.75
2023-06-14,2,11247.51,306,36.76,7461.63,3785.88,102.09,0,22,11,674.85
2023-06-15,2,10462.31,366,28.59,6884.9,3577.41,352.56,0,22,11,627.74
2023-06-16,2,13045.21,423,30.84,9529.68,3515.53,432.56,1,20,14,782.71
2023-06-17,2,13930.75,392,35.54,9857.11,4073.64,340.32,1,24,12,835.84
2023-06-18,2,13908.81,493,28.21,9829.16,4079.65,469.52,1,24,14,834.53
2023-06-19,2,11381.93,280,40.65,8210.59,3171.34,418.17,0,23,11,682.92
2023-06-20,2,10994.14,355,30.97,7501.79,3492.35,418.66,0,20,12,659.65
2023-06-21,2,9844.22,269,36.6,6481.23,3362.99,339.38,0,24,11,590.65
2023-06-22,2,9931.83,253,39.26,7267.94,2663.89,490.53,0,24,10,595.91
2023-06-23,2,10549.5,295,35.76,6951.56,3597.94,238.09,0,24,11,632.97
2023-06-24,2,12502.51,427,29.28,8455.07,4047.44,443.64,0,20,11,750.15
2023-06-25,2,13912.97,335,41.53,10299.59,3613.38,363.54,0,20,14,834.78
2023-06-26,2,10910.27,271,40.26,7230.02,3680.25,439.97,0,21,14,654.62
2023-06-27,2,10315.39,340,30.34,7427.44,2887.95,391.49,0,20,10,618.92
2023-06-28,2,11384.39,323,35.25,8481.69,2902.7,291.06,0,23,12,683.06
2023-06-29,2,10141.72,258,39.31,6935.53,3206.19,74.94,0,21,10,608.5
2023-06-30,2,10461.88,290,36.08,7049.57,3412.31,407.28,0,24,11,627.71
2023-07-01,2,12555.91,400,31.39,9353.25,3202.66,187.29,0,21,14,753.35
2023-07-02,2,13106.63,460,28.49,8942.84,4163.79,294.85,0,23,12,786.4
2023-07-03,2,11467.24,344,33.34,7749.82,3717.42,159.56,0,22,13,688.03
2023-07-04,2,9605.82,257,37.38,6471.98,3133.84,270.18,0,20,10,576.35
2023-07-05,2,12719.71,368,34.56,9308.67,3411.04,357.5,1,21,12,763.18
2023-07-06,2,10934.15,313,34.93,7196.79,3737.36,138.19,1,24,12,656.05
2023-07-07,2,11395.59,319,35.72,7714.52,3681.07,366.08,0,23,12,683.74
2023-07-08,2,15921.2,554,28.74,10529.72,5391.48,51.76,1,22,10,955.27
2023-07-09,2,13694.77,425,32.22,9108.75,4586.02,178.1,0,24,14,821.69
2023-07-10,2,10601.33,364,29.12,6909.98,3691.35,96.05,0,23,11,636.08
2023-07-11,2,11257.21,317,35.51,7847.76,3409.45,491.49,0,24,12,675.43
2023-07-12,2,9827.06,279,35.22,6866.54,2960.52,331.29,0,22,12,589.62
2023-07-13,2,10614.32,369,28.77,6966.08,3648.24,134.31,0,20,14,636.86
2023-07-14,2,11577.66,310,37.35,8096.81,3480.85,465.43,0,21,14,694.66
2023-07-15,2,12497.79,364,34.33,8379.42,4118.37,304.93,0,24,11,749.87
2023-07-16,2,13594.09,426,31.91,9338.31,4255.78,121.79,0,22,13,815.65
2023-07-17,2,9907.68,305,32.48,7028.01,2879.67,144.55,0,23,13,594.46
2023-07-18,2,9527.38,288,33.08,6278.37,3249.01,165.57,0,24,11,571.64
2023-07-19,2,11932.72,398,29.98,8854.83,3077.89,92.13,1,22,13,715.96
2023-07-20,2,9503.98,234,40.62,6673.42,2830.56,168.2,0,23,14,570.24
2023-07-21,2,11680.44,299,39.07,8388.64,3291.8,449.94,1,24,13,700.83
2023-07-22,2,14483.72,369,39.25,9636.62,4847.1,214.95,0,21,10,869.02
2023-07-23,2,13359.06,396,33.73,9764.63,3594.43,220.68,0,24,11,801.54
2023-07-24,2,11364.75,324,35.08,7947.69,3417.06,51.78,1,23,11,681.88
2023-07-25,2,11458.27,338,33.9,7895.54,3562.73,349.62,1,21,11,687.5
2023-07-26,2,10581.07,312,33.91,7056.73,3524.34,134.39,0,20,13,634.86
2023-07-27,2,10704.69,264,40.55,7265.45,3439.24,197.49,0,21,13,642.28
2023-07-28,2,10841.51,290,37.38,7953.65,2887.86,146.96,0,21,12,650.49
2023-07-29,2,12824.17,307,41.77,9416.2,3407.97,275.39,0,22,12,769.45
2023-07-30,2,14155.74,430,32.92,10515.41,3640.33,79.53,0,20,11,849.34
2023-07-31,2,10923.79,345,31.66,7498.71,3425.08,429.66,0,23,14,655.43
2023-08-01,2,11159.96,293,38.09,7485.56,3674.4,305.97,0,24,10,669.6
2023-08-02,2,11597.73,337,34.41,7704.12,3893.61,225.25,0,24,13,695.86
2023-08-03,2,10174.1,271,37.54,7327.55,2846.55,217.28,0,22,12,610.45
2023-08-04,2,9901.46,275,36.01,6934.9,2966.56,56.08,0,21,13,594.09
2023-08-05,2,14878.5,427,34.84,10754.81,4123.69,192.4,0,20,13,892.71
2023-08-06,2,13981.62,431,32.44,9206.02,4775.6,358.25,0,22,10,838.9
2023-08-07,2,9727.72,286,34.01,6753.31,2974.41,350.9,0,20,12,583.66
2023-08-08,2,11421.17,364,31.38,8541.8,2879.37,223.87,0,23,14,685.27
2023-08-09,2,11155.79,367,30.4,7463.15,3692.64,257.32,0,23,12,669.35
2023-08-10,2,10960.35,277,39.57,7582.05,3378.3,82.89,0,24,12,657.62
2023-08-11,2,10149.72,241,42.12,6775.28,3374.44,54.55,0,22,11,608.98
2023-08-12,2,13695.68,331,41.38,10161.69,3533.99,190.04,0,23,10,821.74
2023-08-13,2,13126.77,379,34.64,9130.28,3996.49,311.97,0,22,10,787.61
2023-08-14,2,11004.25,336,32.75,8182.24,2822.01,460.49,0,22,10,660.25
2023-08-15,2,11173.07,282,39.62,8343.9,2829.17,450.43,0,24,14,670.38
2023-08-16,2,9655.68,306,31.55,6719.98,2935.7,332.83,0,22,14,579.34
2023-08-17,2,11377.28,334,34.06,8133.32,3243.96,377.27,0,20,10,682.64
2023-08-18,2,12029.59,368,32.69,8349.26,3680.33,435.63,1,20,12,721.78
2023-08-19,2,14107.13,340,41.49,10101.18,4005.95,285.22,0,24,14,846.43
2023-08-20,2,14882.93,372,40.01,10263.35,4619.58,139.62,1,21,13,892.98
2023-08-21,2,11184.72,285,39.24,7571.4,3613.32,449.35,0,23,12,671.08
2023-08-22,2,10871.43,369,29.46,7860.19,3011.24,224.26,0,20,11,652.29
2023-08-23,2,11191.86,354,31.62,7824.02,3367.84,83.99,0,22,13,671.51
2023-08-24,2,9869.87,331,29.82,6938.06,2931.81,170.99,0,22,13,592.19
2023-08-25,2,10901.61,306,35.63,8142.21,2759.4,267.9,0,22,13,654.1
2023-08-26,2,15294.62,449,34.06,10431.39,4863.23,457.99,0,20,14,917.68
2023-08-27,2,12639.88,384,32.92,8551.17,4088.71,358.74,0,20,12,758.39
2023-08-28,2,11376.62,395,28.8,8007.0,3369.62,81.75,0,22,10,682.6
2023-08-29,2,11051.84,279,39.61,7899.32,3152.52,486.02,0,21,13,663.11
2023-08-30,2,9896.5,279,35.47,6558.28,3338.22,316.62,0,21,14,593.79
2023-08-31,2,9670.64,314,30.8,6761.06,2909.58,477.73,0,22,10,580.24
2023-09-01,2,8516.31,224,38.02,5738.47,2777.84,224.9,0,24,14,510.98
2023-09-02,2,11913.39,396,30.08,8368.34,3545.05,483.33,0,20,11,714.8
2023-09-03,2,11006.88,295,37.31,7470.11,3536.77,301.83,0,24,12,660.41
2023-09-04,2,8500.48,218,38.99,6244.04,2256.44,409.59,0,24,14,510.03
2023-09-05,2,8797.0,247,35.62,6366.58,2430.42,332.29,0,24,11,527.82
2023-09-06,2,11798.92,308,38.31,8537.07,3261.85,86.01,1,24,14,707.94
2023-09-07,2,10097.38,246,41.05,6572.48,3524.9,83.94,0,22,12,605.84
2023-09-08,2,9275.09,254,36.52,6203.64,3071.45,412.24,0,24,14,556.51
2023-09-09,2,12146.84,415,29.27,8574.62,3572.22,276.25,0,21,11,728.81
2023-09-10,2,11760.26,333,35.32,8332.91,3427.35,53.82,0,21,10,705.62
2023-09-11,2,9109.88,316,28.83,6609.16,2500.72,479.83,0,24,10,546.59
2023-09-12,2,8771.47,243,36.1,5837.27,2934.2,210.29,0,23,14,526.29
2023-09-13,2,9154.3,270,33.9,6464.87,2689.43,52.64,0,23,10,549.26
2023-09-14,2,9757.97,238,41.0,6606.81,3151.16,216.72,0,22,10,585.48
2023-09-15,2,10147.32,252,40.27,7104.97,3042.35,246.94,0,20,12,608.84
2023-09-16,2,11671.02,370,31.54,8001.94,3669.08,129.75,0,22,12,700.26
2023-09-17,2,12802.08,402,31.85,8471.78,4330.3,163.4,0,24,12,768.12
2023-09-18,2,9446.84,259,36.47,6486.23,2960.61,413.2,0,20,11,566.81
2023-09-19,2,8690.98,244,35.62,6463.11,2227.87,188.76,0,22,11,521.46
2023-09-20,2,8558.95,228,37.54,6017.3,2541.65,348.25,0,20,14,513.54
2023-09-21,2,8832.2,273,32.35,6204.18,2628.02,343.34,0,22,11,529.93
2023-09-22,2,10286.03,321,32.04,6759.06,3526.97,205.55,0,21,12,617.16
2023-09-23,2,12341.87,300,41.14,9192.06,3149.81,81.19,0,20,14,740.51
2023-09-24,2,12102.98,313,38.67,8828.08,3274.9,272.57,0,22,12,726.18
2023-09-25,2,10157.78,250,40.63,7299.09,2858.69,436.54,0,21,11,609.47
2023-09-26,2,8805.74,280,31.45,6091.78,2713.96,163.04,0,21,14,528.34
2023-09-27,2,9550.7,279,34.23,6539.1,3011.6,385.9,0,24,13,573.04
2023-09-28,2,9878.43,327,30.21,6549.71,3328.72,205.53,0,23,14,592.71
2023-09-29,2,10044.41,279,36.0,7139.04,2905.37,285.42,0,21,11,602.66
2023-09-30,2,12633.13,404,31.27,9303.55,3329.58,189.22,0,24,10,757.99
2023-10-01,2,11944.5,362,33.0,8413.09,3531.41,82.73,0,22,11,716.67
2023-10-02,2,9765.55,248,39.38,6896.31,2869.24,383.4,0,22,10,585.93
2023-10-03,2,10017.82,311,32.21,7083.81,2934.01,385.43,0,23,12,601.07
2023-10-04,2,9361.66,237,39.5,6955.64,2406.02,295.29,0,23,13,561.7
2023-10-05,2,9917.51,261,38.0,7263.33,2654.18,435.66,1,20,12,595.05
2023-10-06,2,8960.92,259,34.6,6354.46,2606.46,449.08,0,22,14,537.66
2023-10-07,2,12467.6,319,39.08,8125.49,4342.11,297.36,0,21,13,748.06
2023-10-08,2,11085.91,327,33.9,7377.68,3708.23,349.0,0,24,10,665.15
2023-10-09,2,10190.15,298,34.2,6769.16,3420.99,393.91,0,20,13,611.41
2023-10-10,2,10127.47,264,38.36,7476.31,2651.16,245.25,0,22,10,607.65
2023-10-11,2,8732.07,247,35.35,6188.72,2543.35,128.39,0,23,10,523.92
2023-10-12,2,8855.18,216,41.0,6167.81,2687.37,78.43,0,20,12,531.31
2023-10-13,2,8644.25,207,41.76,6089.04,2555.21,301.91,0,23,13,518.65
2023-10-14,2,11733.63,366,32.06,8226.85,3506.78,413.01,0,23,12,704.02
2023-10-15,2,12901.93,375,34.41,9662.62,3239.31,74.64,0,21,10,774.12
2023-10-16,2,9485.14,292,32.48,6857.04,2628.1,443.64,0,20,11,569.11
2023-10-17,2,10147.48,284,35.73,7433.93,2713.55,186.58,0,20,14,608.85
2023-10-18,2,9424.13,294,32.05,7031.92,2392.21,190.78,0,22,10,565.45
2023-10-19,2,8648.83,292,29.62,5811.49,2837.34,258.96,0,22,10,518.93
2023-10-20,2,9352.91,286,32.7,6375.38,2977.53,398.3,0,20,12,561.17
2023-10-21,2,12288.63,411,29.9,8277.09,4011.54,469.63,0,20,12,737.32
2023-10-22,2,12305.58,348,35.36,9198.72,3106.86,484.6,0,21,11,738.33
2023-10-23,2,9536.45,320,29.8,7116.29,2420.16,180.47,0,21,14,572.19
2023-10-24,2,9170.24,223,41.12,6293.83,2876.41,225.63,0,22,12,550.21
2023-10-25,2,10399.96,254,40.94,6933.6,3466.36,104.52,0,21,10,624.0
2023-10-26,2,10155.25,314,32.34,7116.3,3038.95,230.56,0,23,11,609.31
2023-10-27,2,9299.81,246,37.8,6605.14,2694.67,98.26,0,24,12,557.99
2023-10-28,2,13593.98,369,36.84,9339.46,4254.52,151.77,0,20,12,815.64
2023-10-29,2,11721.59,380,30.85,8457.29,3264.3,191.73,0,21,10,703.3
2023-10-30,2,10044.6,273,36.79,6870.73,3173.87,435.17,1,20,11,602.68
2023-10-31,2,9502.81,251,37.86,6205.14,3297.67,54.4,0,21,13,570.17
2023-11-01,2,12454.38,303,41.1,8352.99,4101.39,211.2,0,22,11,747.26
2023-11-02,2,11468.85,330,34.75,8412.29,3056.56,390.15,0,20,11,688.13
2023-11-03,2,12138.91,342,35.49,8474.89,3664.02,356.26,0,23,12,728.33
2023-11-04,2,13555.37,433,31.31,9898.01,3657.36,433.17,0,24,13,813.32
2023-11-05,2,15732.05,490,32.11,10497.62,5234.43,220.71,1,22,13,943.92
2023-11-06,2,11258.89,274,41.09,7372.84,3886.05,144.62,0,23,13,675.53
2023-11-07,2,10409.02,309,33.69,7441.57,2967.45,364.13,0,21,11,624.54
2023-11-08,2,11301.69,379,29.82,8417.07,2884.62,263.83,0,21,13,678.1
2023-11-09,2,11468.25,354,32.4,8385.55,3082.7,440.22,0,24,13,688.1
2023-11-10,2,10995.85,272,40.43,7308.96,3686.89,369.9,0,21,10,659.75
2023-11-11,2,14766.57,525,28.13,10808.24,3958.33,211.92,0,22,14,885.99
2023-11-12,2,14557.79,414,35.16,9927.02,4630.77,486.04,0,23,11,873.47
2023-11-13,2,10630.95,267,39.82,7295.15,3335.8,347.21,0,23,11,637.86
2023-11-14,2,10483.51,310,33.82,7387.33,3096.18,246.22,0,20,13,629.01
2023-11-15,2,10436.95,339,30.79,7344.07,3092.88,470.67,0,20,11,626.22
2023-11-16,2,12369.67,433,28.57,9035.84,3333.83,216.04,0,24,13,742.18
2023-11-17,2,11157.58,295,37.82,7430.54,3727.04,453.33,0,20,11,669.45
2023-11-18,2,17388.52,609,28.55,11627.31,5761.21,424.06,1,22,10,1043.31
2023-11-19,2,14507.2,365,39.75,9576.6,4930.6,354.15,0,24,12,870.43
2023-11-20,2,10750.21,294,36.57,7749.96,3000.25,59.48,0,20,14,645.01
2023-11-21,2,11191.02,290,38.59,7890.44,3300.58,417.56,0,22,10,671.46
2023-11-22,2,11299.66,388,29.12,8172.71,3126.95,327.6,0,23,12,677.98
2023-11-23,2,11032.65,304,36.29,7818.58,3214.07,250.58,0,23,11,661.96
2023-11-24,2,13798.73,434,31.79,9784.43,4014.3,277.6,1,20,11,827.92
2023-11-25,2,17858.04,631,28.3,11974.15,5883.89,269.19,1,24,14,1071.48
2023-11-26,2,14908.23,468,31.86,10381.42,4526.81,449.53,0,21,10,894.49
2023-11-27,2,11454.3,406,28.21,7770.31,3683.99,246.46,0,24,12,687.26
2023-11-28,2,10955.15,267,41.03,7692.43,3262.72,56.03,0,23,14,657.31
2023-11-29,2,10821.13,300,36.07,7723.48,3097.65,300.52,0,20,13,649.27
2023-11-30,2,11522.08,310,37.17,7510.5,4011.58,344.3,0,22,11,691.32
2023-12-01,2,10616.74,259,40.99,7632.67,2984.07,107.2,0,23,11,637.0
2023-12-02,2,16046.03,560,28.65,10809.62,5236.41,450.39,0,23,14,962.76
2023-12-03,2,16930.39,522,32.43,11827.65,5102.74,348.85,1,21,14,1015.82
2023-12-04,2,12085.03,295,40.97,8348.39,3736.64,136.07,0,23,14,725.1
2023-12-05,2,12481.46,331,37.71,8826.76,3654.7,458.36,1,24,13,748.89
2023-12-06,2,11777.55,403,29.22,8557.16,3220.39,81.41,0,20,11,706.65
2023-12-07,2,12971.14,346,37.49,8641.61,4329.53,268.9,1,21,12,778.27
2023-12-08,2,11883.98,318,37.37,7874.66,4009.32,475.6,0,20,14,713.04
2023-12-09,2,14364.94,349,41.16,10371.43,3993.51,389.22,0,24,14,861.9
2023-12-10,2,15893.47,539,29.49,11860.29,4033.18,450.6,0,22,12,953.61
2023-12-11,2,12139.44,379,32.03,8785.39,3354.05,81.55,0,21,13,728.37
2023-12-12,2,11464.85,313,36.63,8167.78,3297.07,109.42,0,23,11,687.89
2023-12-13,2,11572.23,286,40.46,7959.78,3612.45,387.38,0,22,11,694.33
2023-12-14,2,13416.54,399,33.63,9156.39,4260.15,491.65,1,24,14,804.99
2023-12-15,2,11586.14,333,34.79,8077.12,3509.02,129.1,0,20,10,695.17
2023-12-16,2,16363.88,553,29.59,11875.96,4487.92,390.9,0,22,13,981.83
2023-12-17,2,15921.07,387,41.14,11856.91,4064.16,216.06,0,21,11,955.26
2023-12-18,2,12597.74,392,32.14,8806.69,3791.05,247.38,0,22,13,755.86
2023-12-19,2,11534.5,379,30.43,7805.64,3728.86,279.1,0,20,13,692.07
2023-12-20,2,10726.28,364,29.47,6984.24,3742.04,296.89,0,24,12,643.58
2023-12-21,2,12734.16,403,31.6,9370.39,3363.77,295.88,0,20,11,764.05
2023-12-22,2,10653.96,275,38.74,7228.38,3425.58,449.42,0,23,13,639.24
2023-12-23,2,15741.68,519,30.33,11418.51,4323.17,485.65,0,23,11,944.5
2023-12-24,2,16139.9,560,28.82,11265.82,4874.08,290.92,0,20,13,968.39
2023-12-25,2,12626.93,398,31.73,9348.92,3278.01,194.3,0,20,13,757.62
2023-12-26,2,15165.91,388,39.09,10351.92,4813.99,417.65,1,24,14,909.95
2023-12-27,2,11403.3,327,34.87,7816.96,3586.34,194.32,0,23,11,684.2
2023-12-28,2,10575.01,364,29.05,7571.57,3003.44,244.21,0,24,10,634.5
2023-12-29,2,12390.17,420,29.5,9145.19,3244.98,287.37,1,20,10,743.41
2023-12-30,2,14527.85,351,41.39,10667.02,3860.83,375.07,0,20,10,871.67
2023-12-31,2,14159.86,339,41.77,9428.37,4731.49,269.36,0,24,11,849.59
2024-01-01,2,8116.46,238,34.1,5498.66,2617.8,449.49,0,23,13,486.99
2024-01-02,2,9957.35,254,39.2,6503.36,3453.99,485.09,1,20,12,597.44
2024-01-03,2,8012.23,191,41.95,5239.43,2772.8,344.71,0,20,10,480.73
2024-01-04,2,8832.4,254,34.77,6361.86,2470.54,80.6,0,22,11,529.94
2024-01-05,2,8316.19,283,29.39,5884.67,2431.52,299.16,0,22,14,498.97
2024-01-06,2,10459.46,249,42.01,7618.24,2841.22,464.89,0,23,10,627.57
2024-01-07,2,12435.1,370,33.61,8945.64,3489.46,270.2,0,24,12,746.11
2024-01-08,2,8709.14,251,34.7,6276.37,2432.77,473.29,0,24,10,522.55
2024-01-09,2,8197.38,196,41.82,5390.59,2806.79,355.45,0,20,14,491.84
2024-01-10,2,9156.75,292,31.36,6198.78,2957.97,344.65,0,22,14,549.4
2024-01-11,2,9205.14,305,30.18,6770.97,2434.17,281.6,0,22,11,552.31
2024-01-12,2,8445.12,249,33.92,5741.28,2703.84,168.36,0,22,13,506.71
2024-01-13,2,11864.58,315,37.67,8307.39,3557.19,400.08,0,24,11,711.87
2024-01-14,2,11048.94,376,29.39,8260.04,2788.9,178.82,0,24,13,662.94
2024-01-15,2,9360.55,314,29.81,6101.56,3258.99,360.34,0,20,11,561.63
2024-01-16,2,8196.86,237,34.59,5741.43,2455.43,313.29,0,22,13,491.81
2024-01-17,2,8520.94,293,29.08,5614.89,2906.05,245.2,0,24,13,511.26
2024-01-18,2,8474.7,225,37.67,6240.73,2233.97,184.49,0,20,13,508.48
2024-01-19,2,9027.1,263,34.32,6037.34,2989.76,343.91,0,23,12,541.63
2024-01-20,2,11534.84,301,38.32,7561.21,3973.63,449.54,0,21,10,692.09
2024-01-21,2,10772.9,348,30.96,7027.21,3745.69,453.54,0,24,12,646.37
2024-01-22,2,8441.88,283,29.83,6026.88,2415.0,83.81,0,21,12,506.51
2024-01-23,2,11111.84,287,38.72,7409.61,3702.23,425.11,1,24,11,666.71
2024-01-24,2,8427.01,231,36.48,6211.83,2215.18,499.51,0,23,12,505.62
2024-01-25,2,8354.49,264,31.65,5830.98,2523.51,215.27,0,20,12,501.27
2024-01-26,2,8619.56,258,33.41,6323.84,2295.72,342.85,0,20,10,517.17
2024-01-27,2,10438.6,259,40.3,7320.33,3118.27,229.21,0,24,13,626.32
2024-01-28,2,10383.31,258,40.25,7213.01,3170.3,204.33,0,21,10,623.0
2024-01-29,2,8846.07,262,33.76,6350.29,2495.78,239.4,0,24,12,530.76
2024-01-30,2,9623.12,240,40.1,6922.28,2700.84,126.62,0,23,11,577.39
2024-01-31,2,9042.23,257,35.18,6661.48,2380.75,478.7,0,23,13,542.53
2024-02-01,2,8197.29,274,29.92,5784.68,2412.61,475.87,0,23,11,491.84
2024-02-02,2,8307.99,266,31.23,5810.48,2497.51,482.72,0,21,11,498.48
2024-02-03,2,11033.09,351,31.43,8039.79,2993.3,75.37,0,22,11,661.99
2024-02-04,2,11671.41,305,38.27,8000.57,3670.84,325.71,0,20,11,700.28
2024-02-05,2,9123.33,288,31.68,6007.39,3115.94,103.67,0,22,10,547.4
2024-02-06,2,9234.44,236,39.13,6326.49,2907.95,232.09,0,20,10,554.07
2024-02-07,2,8100.83,223,36.33,6066.89,2033.94,125.07,0,20,13,486.05
2024-02-08,2,9668.13,265,36.48,6386.06,3282.07,307.71,0,23,10,580.09
2024-02-09,2,8796.66,287,30.65,6164.61,2632.05,287.86,0,21,12,527.8
2024-02-10,2,11208.45,349,32.12,7725.52,3482.93,203.91,0,20,13,672.51
2024-02-11,2,11252.96,316,35.61,7481.08,3771.88,385.84,0,23,12,675.18
